,pairs1,pairs2,residual,Pvalue,correlation
1573,002475.XSHE,603993.XSHG,-3.42538616571,0.0396080650862,0.617969224767
1574,002493.XSHE,600011.XSHG,-4.42884207964,0.00159921930943,0.72421170673
1575,002493.XSHE,600489.XSHG,-3.97971199324,0.00767423937643,-0.624834479496
1576,002493.XSHE,600498.XSHG,-3.67509193524,0.0197207294651,0.619592178435
1577,002493.XSHE,600547.XSHG,-4.54043069741,0.00105011667048,-0.672933314146
1578,002493.XSHE,600585.XSHG,-3.79767685364,0.0136528149442,0.716731027372
1579,002493.XSHE,600886.XSHG,-3.61937386526,0.0231810454679,0.642222460368
1580,002508.XSHE,002925.XSHE,-4.10328585673,0.00508772595852,0.769801150675
1581,002508.XSHE,300017.XSHE,-3.85317599985,0.0114968900254,0.665770335094
1582,002508.XSHE,300296.XSHE,-4.17328774427,0.00400273203956,0.685738913325
1583,002508.XSHE,600019.XSHG,-3.83673774734,0.0121014992206,0.841066064202
1584,002508.XSHE,600111.XSHG,-3.54297293742,0.0287713644816,0.872722514543
1585,002508.XSHE,600115.XSHG,-3.84579815707,0.0117648462393,0.925013031165
1586,002508.XSHE,600153.XSHG,-3.55485930799,0.0278323334779,0.935316461731
1587,002508.XSHE,600188.XSHG,-4.83538482359,0.000326711317727,0.950201529703
1588,002508.XSHE,600362.XSHG,-4.83372312651,0.000328939755227,0.959314393741
1589,002508.XSHE,600398.XSHG,-3.91234453873,0.00953712820473,0.610396852378
1590,002508.XSHE,600674.XSHG,-3.89028626818,0.0102297687309,0.855853287256
1591,002508.XSHE,600977.XSHG,-3.59428677657,0.0249032040007,0.793282467319
1592,002508.XSHE,601111.XSHG,-4.30974045736,0.00247233090398,0.905068793656
1593,002508.XSHE,601155.XSHG,-3.37562957688,0.0451302972837,0.888876962144
1594,002508.XSHE,601360.XSHG,-3.35331081631,0.0478072945389,0.891118148811
1595,002508.XSHE,601828.XSHG,-4.07512259431,0.00559519091125,0.930842116347
1596,002508.XSHE,601997.XSHG,-3.50491499968,0.0319621648033,0.910942071895
1597,002508.XSHE,601998.XSHG,-3.88273164567,0.0104771198233,0.875481372858
1598,002508.XSHE,603799.XSHG,-3.64362411538,0.0216152076467,0.704582098583
1599,002508.XSHE,603993.XSHG,-3.716073949,0.0174714679585,0.804627771353
1600,002555.XSHE,002558.XSHE,-3.45048525627,0.0370445031855,0.951717231537
1601,002555.XSHE,600015.XSHG,-3.4801789488,0.0341933977618,0.915136123983
1602,002555.XSHE,600025.XSHG,-4.16126906926,0.00417249552666,0.948886761469
1603,002555.XSHE,600089.XSHG,-3.83874332246,0.0120262502149,0.945048684395
1604,002555.XSHE,600157.XSHG,-4.1205380571,0.00479793157111,0.971984123399
1605,002555.XSHE,600176.XSHG,-3.51770082334,0.0308581793327,0.886329615051
1606,002555.XSHE,600271.XSHG,-3.56913134934,0.0267396259786,-0.776197484529
1607,002555.XSHE,600390.XSHG,-3.42819093642,0.0393144070724,0.946070468069
1608,002555.XSHE,601009.XSHG,-3.49542965608,0.0328026954837,0.848818442084
1609,002555.XSHE,601169.XSHG,-3.77559865341,0.0146053623629,0.934850331422
1610,002555.XSHE,601360.XSHG,-3.7070091863,0.0179486483479,0.923455957594
1611,002555.XSHE,601899.XSHG,-3.71349445825,0.0176061112614,0.935738039372
1612,002555.XSHE,601997.XSHG,-3.75415924076,0.0155859845163,0.921235108385
1613,002558.XSHE,002797.XSHE,-3.92648912425,0.00911537374063,0.938542717512
1614,002558.XSHE,002925.XSHE,-4.92961307865,0.000221331071933,0.907152434532
1615,002558.XSHE,300251.XSHE,-3.63895449138,0.0219093872779,0.922257121735
1616,002558.XSHE,600010.XSHG,-3.35929228651,0.0470772989749,0.941933242214
1617,002558.XSHE,600018.XSHG,-4.2409945425,0.00315895596917,0.941752885402
1618,002558.XSHE,600111.XSHG,-3.40142114053,0.0421928699895,0.918444920294
1619,002558.XSHE,600157.XSHG,-3.4777228538,0.0344219671789,0.944506509745
1620,002558.XSHE,600176.XSHG,-3.64169941135,0.0217360434822,0.898326549487
1621,002558.XSHE,600219.XSHG,-3.43572203838,0.0385349205973,0.918878412443
1622,002558.XSHE,600340.XSHG,-3.3621055415,0.0467371614438,0.900589104454
1623,002558.XSHE,600549.XSHG,-4.03907115768,0.00631175183247,0.956556750397
1624,002558.XSHE,600909.XSHG,-4.01647729657,0.00680219272053,0.944255716874
1625,002558.XSHE,601108.XSHG,-3.49448441946,0.0328874745094,0.932749503205
1626,002558.XSHE,601111.XSHG,-3.6461334173,0.021458545494,0.904100563752
1627,002558.XSHE,601155.XSHG,-3.58839051249,0.025323609866,0.88373142231
1628,002558.XSHE,601216.XSHG,-3.56314501994,0.0271933906623,0.938861323294
1629,002558.XSHE,601360.XSHG,-3.43092892341,0.0390295035719,0.919511030645
1630,002558.XSHE,601628.XSHG,-3.48911907464,0.033372225182,0.872030712238
1631,002558.XSHE,601899.XSHG,-3.37293550085,0.045446688008,0.922845180736
1632,002558.XSHE,601933.XSHG,-3.38876005061,0.0436143115781,0.922200102971
1633,002558.XSHE,601997.XSHG,-3.61578655868,0.0234208148444,0.923856538456
1634,002572.XSHE,300124.XSHE,-3.46944540366,0.0352018208184,0.838919062418
1635,002572.XSHE,600004.XSHG,-3.87199459459,0.0108378538481,0.946139633565
1636,002572.XSHE,600398.XSHG,-3.98166306722,0.00762554338658,0.857882620715
1637,002572.XSHE,601828.XSHG,-3.44457308034,0.0376354391435,0.890062878744
1638,002572.XSHE,603833.XSHG,-3.39147074111,0.0433066804421,0.97851076502
1639,002594.XSHE,600009.XSHG,-3.44013195361,0.0380845351802,-0.724256458363
1640,002594.XSHE,600157.XSHG,-3.3467916244,0.0486135348573,0.908703026821
1641,002594.XSHE,600271.XSHG,-3.57971145429,0.0259535388012,-0.770370731537
1642,002601.XSHE,600089.XSHG,-4.09764087332,0.00518595272861,0.882923447475
1643,002601.XSHE,600109.XSHG,-3.76922018659,0.0148912596458,0.843761567397
1644,002601.XSHE,600170.XSHG,-3.35811693707,0.0472200099004,0.906915606236
1645,002601.XSHE,600369.XSHG,-3.41145972918,0.0410934960374,0.799770997739
1646,002601.XSHE,600390.XSHG,-3.50071731066,0.0323318533301,0.901784438291
1647,002601.XSHE,601138.XSHG,-4.0272004616,0.00656528563127,-0.889000593748
1648,002601.XSHE,601555.XSHG,-3.42358620978,0.039797485782,0.824997389565
1649,002601.XSHE,601766.XSHG,-3.51002601211,0.0315168944546,0.840240190451
1650,002601.XSHE,601989.XSHG,-4.40779428968,0.00172894413218,0.910222040982
1651,002601.XSHE,601992.XSHG,-4.0741196132,0.00561408318507,0.873527127169
1652,002602.XSHE,002624.XSHE,-3.40700933933,0.041577891138,0.66556412901
1653,002602.XSHE,600030.XSHG,-3.57649075229,0.026190702005,0.640414632461
1654,002602.XSHE,600061.XSHG,-3.37482308123,0.0452248194709,0.601084365713
1655,002602.XSHE,600100.XSHG,-4.32327346177,0.00235457985159,0.694365203851
1656,002602.XSHE,600438.XSHG,-4.46105282089,0.00141811131929,0.735683370674
1657,002602.XSHE,600570.XSHG,-3.98195325183,0.00761832463043,0.64678026992
1658,002602.XSHE,601012.XSHG,-3.3815280975,0.0444439557549,0.65985211631
1659,002602.XSHE,601138.XSHG,-3.51768602411,0.0308594381578,-0.605573658647
1660,002602.XSHE,601688.XSHG,-3.64162842272,0.0217405114384,0.644497001893
1661,002602.XSHE,601877.XSHG,-6.06012999373,1.2029154087e-06,0.728230318429
1662,002624.XSHE,300070.XSHE,-3.94802470554,0.00850530209212,0.922114629347
1663,002624.XSHE,300124.XSHE,-3.50432611729,0.0320138098559,0.829404070567
1664,002624.XSHE,300296.XSHE,-3.83148752812,0.0123004711573,0.902293694019
1665,002624.XSHE,600535.XSHG,-3.90035645101,0.00990816925365,0.884724767425
1666,002624.XSHE,600637.XSHG,-4.49125030088,0.00126584974952,0.932820378173
1667,002624.XSHE,600998.XSHG,-4.33074084771,0.00229184668869,0.920021841835
1668,002624.XSHE,601198.XSHG,-4.21630914985,0.00344557308545,0.896670261699
1669,002624.XSHE,603833.XSHG,-3.61901181485,0.0232051476076,0.886352166173
1670,002624.XSHE,603858.XSHG,-3.89667460707,0.0100246883929,0.9042385267
1671,002625.XSHE,002797.XSHE,-3.95059046255,0.00843511850958,0.910010273186
1672,002625.XSHE,300251.XSHE,-3.71233975572,0.0176666778395,0.941178311895
1673,002625.XSHE,600111.XSHG,-4.992176368,0.00017018282025,0.950696731171
1674,002625.XSHE,600153.XSHG,-3.40288878151,0.0420306267955,0.931871647858
1675,002625.XSHE,600176.XSHG,-3.36925632865,0.0458817364802,0.873588966772
1676,002625.XSHE,600208.XSHG,-4.67762324853,0.00061613142601,0.916453199608
1677,002625.XSHE,600233.XSHG,-3.59740549555,0.024683279585,0.923244567339
1678,002625.XSHE,600415.XSHG,-3.41667938917,0.0405313879059,0.934921220165
1679,002625.XSHE,600549.XSHG,-3.65661791793,0.0208145867858,0.943676608423
1680,002625.XSHE,600739.XSHG,-3.42849134147,0.0392830632846,0.945288424119
1681,002625.XSHE,601018.XSHG,-3.4551984039,0.036579024374,0.955875657644
1682,002625.XSHE,601108.XSHG,-4.02021121803,0.00671883617511,0.907534919713
1683,002625.XSHE,601155.XSHG,-3.63528987787,0.022142678051,0.893913860007
1684,002625.XSHE,601229.XSHG,-4.0680657552,0.00572934967453,-0.811113159887
1685,002625.XSHE,603858.XSHG,-3.61144312173,0.0237139888606,0.945751360522
1686,002625.XSHE,603993.XSHG,-4.13364824034,0.00458786286827,0.968915082642
1687,002673.XSHE,002925.XSHE,-4.38122692639,0.00190664521766,0.631324600699
1688,002673.XSHE,300015.XSHE,-4.00432032151,0.0070801016549,-0.759165874821
1689,002673.XSHE,300122.XSHE,-3.61438775367,0.0235148877805,-0.674757890722
1690,002673.XSHE,300144.XSHE,-3.82039846405,0.012730293751,-0.71226548815
1691,002673.XSHE,300251.XSHE,-3.52115878255,0.0305652408523,0.695745118334
1692,002673.XSHE,600000.XSHG,-4.46517182279,0.00139638184851,0.933320504212
1693,002673.XSHE,600009.XSHG,-4.11738730814,0.00484970669836,-0.751740560961
1694,002673.XSHE,600015.XSHG,-3.72218410445,0.017156125624,0.938696275349
1695,002673.XSHE,600018.XSHG,-3.76576213921,0.0150483105199,0.752421630225
1696,002673.XSHE,600019.XSHG,-3.67944004519,0.0194706779344,0.629729922651
1697,002673.XSHE,600023.XSHG,-3.80936159244,0.0131712655349,0.835237897059
1698,002673.XSHE,600029.XSHG,-3.46509805041,0.0356173448728,0.698413424009
1699,002673.XSHE,600048.XSHG,-3.83116493329,0.0123127909862,0.853135789294
1700,002673.XSHE,600271.XSHG,-3.55015418114,0.028200855901,-0.651659680072
1701,002673.XSHE,600332.XSHG,-3.75979145674,0.0153229133544,-0.622821954267
1702,002673.XSHE,600390.XSHG,-3.58892326704,0.0252853747955,0.920797320715
1703,002673.XSHE,600438.XSHG,-3.40521734967,0.0417742787141,0.761674627036
1704,002673.XSHE,600482.XSHG,-3.99527743722,0.00729342722325,0.76031431445
1705,002673.XSHE,600606.XSHG,-3.37161952722,0.0456019024967,0.923363779026
1706,002673.XSHE,601066.XSHG,-3.711706369,0.0176999777235,-0.675825066342
1707,002673.XSHE,601111.XSHG,-3.82941311128,0.0123798841545,0.744310717284
1708,002673.XSHE,601138.XSHG,-4.48818558508,0.00128057699997,-0.781617528247
1709,002673.XSHE,601155.XSHG,-3.48345572778,0.0338904541681,0.760518461235
1710,002673.XSHE,601166.XSHG,-3.58443707522,0.0256089008111,0.865085257906
1711,002673.XSHE,601169.XSHG,-3.67146613055,0.0199313776136,0.935174250036
1712,002673.XSHE,601328.XSHG,-3.7655905324,0.0150561421021,0.905845487678
1713,002673.XSHE,601360.XSHG,-4.28113084493,0.00273936933097,0.800993307806
1714,002673.XSHE,601600.XSHG,-3.3965563589,0.042734395185,0.872704986424
1715,002673.XSHE,601601.XSHG,-3.66326206884,0.0204152548064,0.689275472384
1716,002673.XSHE,601766.XSHG,-4.11771791647,0.00484425011938,0.935596426383
1717,002673.XSHE,601888.XSHG,-3.73426595965,0.0165472447913,-0.731250201611
1718,002673.XSHE,601899.XSHG,-4.1084193703,0.00499987268871,0.857689741654
1719,002673.XSHE,601997.XSHG,-3.7131541286,0.0176239433416,0.87664747843
1720,002673.XSHE,601998.XSHG,-3.71536509443,0.0175083783147,0.843438659691
1721,002673.XSHE,603259.XSHG,-4.13283259768,0.00460068328591,-0.786097721552
1722,002673.XSHE,603288.XSHG,-4.3432225791,0.00219042868155,-0.802564857558
1723,002714.XSHE,002736.XSHE,-3.67206683092,0.0198963438951,0.795640830858
1724,002714.XSHE,002797.XSHE,-3.35065801774,0.0481340287521,0.76517967086
1725,002714.XSHE,300033.XSHE,-3.79042450881,0.0139594707368,0.741593437565
1726,002714.XSHE,300070.XSHE,-3.98009800992,0.00766458278457,0.641733157668
1727,002714.XSHE,300072.XSHE,-3.8009431729,0.0135166598653,0.740976599853
1728,002714.XSHE,300251.XSHE,-4.16157560307,0.00416808516584,0.656360117072
1729,002714.XSHE,300433.XSHE,-3.65719325657,0.0207797407989,0.639434250092
1730,002714.XSHE,600004.XSHG,-3.99586105432,0.00727948634021,0.69971530439
1731,002714.XSHE,600010.XSHG,-3.47039916872,0.0351112086615,0.681884583679
1732,002714.XSHE,600018.XSHG,-3.84136845027,0.0119283840076,0.675600991248
1733,002714.XSHE,600023.XSHG,-3.47968549832,0.03423921596,0.620603843309
1734,002714.XSHE,600029.XSHG,-4.1946435376,0.00371659489418,0.687588466006
1735,002714.XSHE,600030.XSHG,-4.29919905101,0.00256779427013,0.791438962762
1736,002714.XSHE,600048.XSHG,-3.39226285679,0.0432171264161,0.641716358503
1737,002714.XSHE,600061.XSHG,-3.73301574787,0.0166093585416,0.724822980928
1738,002714.XSHE,600066.XSHG,-3.76320788388,0.0151652502264,0.649835004186
1739,002714.XSHE,600109.XSHG,-3.45795590996,0.0363089795436,0.753634416079
1740,002714.XSHE,600111.XSHG,-3.56053588612,0.0273932204127,0.743589243573
1741,002714.XSHE,600115.XSHG,-4.1163636842,0.00486663680324,0.719967616451
1742,002714.XSHE,600118.XSHG,-3.53380014598,0.0295144157425,0.667608879439
1743,002714.XSHE,600153.XSHG,-3.96997864158,0.00792137954616,0.723683446716
1744,002714.XSHE,600170.XSHG,-3.70440969337,0.0180875762326,0.703071004147
1745,002714.XSHE,600176.XSHG,-3.69209994854,0.0187583088058,0.767096497715
1746,002714.XSHE,600177.XSHG,-3.54599061926,0.0285304359898,0.746041682263
1747,002714.XSHE,600188.XSHG,-3.95547534358,0.00830293459542,0.73580086399
1748,002714.XSHE,600196.XSHG,-3.76767535002,0.0149612405716,0.627250630401
1749,002714.XSHE,600208.XSHG,-3.62869218489,0.0225681198927,0.78029239155
1750,002714.XSHE,600219.XSHG,-3.43661471591,0.0384433921372,0.748139517652
1751,002714.XSHE,600221.XSHG,-3.8965841188,0.0100275674281,0.610506169656
1752,002714.XSHE,600233.XSHG,-3.68796306368,0.0189885455006,0.680818319196
1753,002714.XSHE,600352.XSHG,-3.79959946517,0.0135725255929,0.60340288964
1754,002714.XSHE,600362.XSHG,-3.78221709319,0.0143138392195,0.742086077833
1755,002714.XSHE,600369.XSHG,-3.43053340029,0.0390705527655,0.706307867617
1756,002714.XSHE,600415.XSHG,-3.50169745493,0.0322452091542,0.74072553505
1757,002714.XSHE,600438.XSHG,-3.67061430067,0.0199811496805,0.716242751703
1758,002714.XSHE,600489.XSHG,-3.47725020178,0.0344661011086,0.682051785028
1759,002714.XSHE,600516.XSHG,-3.65284457052,0.021044384902,0.711774720642
1760,002714.XSHE,600522.XSHG,-3.43142139246,0.0389784434417,0.622568033828
1761,002714.XSHE,600549.XSHG,-3.49736244143,0.0326299193924,0.668930657026
1762,002714.XSHE,600637.XSHG,-3.97786796299,0.00772052104023,0.717243371852
1763,002714.XSHE,600674.XSHG,-4.25710528346,0.00298389687078,0.822623011726
1764,002714.XSHE,600703.XSHG,-3.73161063958,0.016679412145,0.638794914343
1765,002714.XSHE,600704.XSHG,-3.79833684086,0.013625206272,0.760670535061
1766,002714.XSHE,600705.XSHG,-3.99243892907,0.0073615748128,0.724388027155
1767,002714.XSHE,600739.XSHG,-3.60575296333,0.0241028566521,0.641629699669
1768,002714.XSHE,600741.XSHG,-3.63963919786,0.0218660356989,0.636639697585
1769,002714.XSHE,600795.XSHG,-3.58214017181,0.025775918344,0.723721083184
1770,002714.XSHE,600816.XSHG,-3.78903836635,0.0140187700418,0.694960412728
1771,002714.XSHE,600837.XSHG,-3.57401681425,0.0263741381209,0.761133155247
1772,002714.XSHE,600909.XSHG,-3.48702929338,0.0335626652341,0.748741983949
1773,002714.XSHE,600919.XSHG,-3.54456886594,0.0286437314389,0.757373942928
1774,002714.XSHE,600926.XSHG,-3.86437273604,0.0111006057078,0.733141880055
1775,002714.XSHE,600958.XSHG,-3.54911088918,0.0282831335904,0.707032770832
1776,002714.XSHE,600977.XSHG,-4.26912025498,0.00285920383869,0.657295335513
1777,002714.XSHE,600998.XSHG,-3.95452054869,0.00832862380846,0.636526136877
1778,002714.XSHE,600999.XSHG,-3.79295934308,0.0138516034529,0.748979800514
1779,002714.XSHE,601009.XSHG,-3.75727128373,0.015440139063,0.720541004604
1780,002714.XSHE,601012.XSHG,-3.87122453403,0.0108641463594,0.727400823332
1781,002714.XSHE,601018.XSHG,-3.87024748367,0.0108975880556,0.703560751635
1782,002714.XSHE,601066.XSHG,-4.01027466985,0.00694272884484,-0.658043342356
1783,002714.XSHE,601111.XSHG,-4.28018953167,0.0027485912935,0.683556333658
1784,002714.XSHE,601155.XSHG,-3.76472095572,0.0150958820199,0.689170882061
1785,002714.XSHE,601169.XSHG,-3.49448839491,0.0328871175591,0.701079500444
1786,002714.XSHE,601198.XSHG,-4.07383364182,0.00561948038037,0.748528397426
1787,002714.XSHE,601211.XSHG,-3.61414800254,0.0235310443448,0.758821583218
1788,002714.XSHE,601212.XSHG,-3.39736331166,0.0426441703776,0.702724784187
1789,002714.XSHE,601216.XSHG,-3.7976895368,0.0136522839144,0.675311215162
1790,002714.XSHE,601228.XSHG,-3.56151741957,0.0273178989797,0.682981291408
1791,002714.XSHE,601333.XSHG,-3.34445576365,0.0489051299139,0.695504709362
1792,002714.XSHE,601360.XSHG,-3.7101729871,0.0177808218994,0.600652600632
1793,002714.XSHE,601377.XSHG,-3.62216022894,0.0229962771788,0.749686820961
1794,002714.XSHE,601555.XSHG,-3.37356889656,0.0453721374945,0.741408499115
1795,002714.XSHE,601607.XSHG,-3.94962023068,0.00846159676973,0.614807939322
1796,002714.XSHE,601611.XSHG,-3.3988393353,0.0424795479021,0.693850614542
1797,002714.XSHE,601628.XSHG,-3.61463574147,0.0234981862419,0.754248256116
1798,002714.XSHE,601633.XSHG,-3.87896469761,0.010602439514,0.688453158991
1799,002714.XSHE,601668.XSHG,-3.60763035287,0.023973951033,0.73307567977
1800,002714.XSHE,601688.XSHG,-3.51329067881,0.0312352467485,0.722591982217
1801,002714.XSHE,601727.XSHG,-3.51970474508,0.0306881286895,0.654796397771
1802,002714.XSHE,601788.XSHG,-3.75595510467,0.0155016743502,0.746833022929
1803,002714.XSHE,601828.XSHG,-4.12878926196,0.0046647211019,0.816392043364
1804,002714.XSHE,601878.XSHG,-3.46482123377,0.0356439428412,0.772196298812
1805,002714.XSHE,601881.XSHG,-3.72432699687,0.0170467196895,0.754765104207
1806,002714.XSHE,601899.XSHG,-3.65987678256,0.0206178793246,0.622991185913
1807,002714.XSHE,601919.XSHG,-3.93658879918,0.00882454025321,0.776137245105
1808,002714.XSHE,601997.XSHG,-3.78935071712,0.0140053882527,0.684585066196
1809,002714.XSHE,601998.XSHG,-3.75004055521,0.0157808694947,0.700384880899
1810,002714.XSHE,603833.XSHG,-3.91842531431,0.00935371967747,0.668707655144
1811,002714.XSHE,603858.XSHG,-4.20384297218,0.00359921381989,0.720962189121
1812,002714.XSHE,603993.XSHG,-3.73544648508,0.0164887805373,0.629755736897
1813,002736.XSHE,002925.XSHE,-5.12531404336,9.62249331546e-05,0.77216671903
1814,002736.XSHE,300024.XSHE,-3.78806756653,0.0140604333824,0.790436582961
1815,002736.XSHE,300033.XSHE,-5.46147869929,2.14068077468e-05,0.97466209617
1816,002736.XSHE,300070.XSHE,-4.29796180571,0.00257921916952,0.842331442935
1817,002736.XSHE,300251.XSHE,-4.80636203807,0.000367768096772,0.88214928577
1818,002736.XSHE,300296.XSHE,-3.97394192765,0.0078198954942,0.762852659099
1819,002736.XSHE,600018.XSHG,-4.71248690358,0.000536570704423,0.909075236539
1820,002736.XSHE,600019.XSHG,-3.63567866345,0.0221178261339,0.673029239895
1821,002736.XSHE,600029.XSHG,-5.04220879678,0.000137597566217,0.868504325349
1822,002736.XSHE,600061.XSHG,-4.9413405065,0.000210746383718,0.96514684112
1823,002736.XSHE,600100.XSHG,-3.72811089892,0.0168550249638,0.656052806233
1824,002736.XSHE,600109.XSHG,-3.92123493318,0.00927004801387,0.973608197991
1825,002736.XSHE,600111.XSHG,-3.47055094566,0.0350968073233,0.94446590572
1826,002736.XSHE,600115.XSHG,-3.59571800472,0.0248020685499,0.847651060721
1827,002736.XSHE,600153.XSHG,-3.98156518605,0.0076279797101,0.903416971695
1828,002736.XSHE,600170.XSHG,-3.82151700683,0.0126863419719,0.908467465649
1829,002736.XSHE,600208.XSHG,-3.96303453846,0.00810205209868,0.947983596679
1830,002736.XSHE,600221.XSHG,-3.46745773995,0.0353912928835,0.76530194201
1831,002736.XSHE,600362.XSHG,-3.61969100492,0.0231599508818,0.894618838746
1832,002736.XSHE,600438.XSHG,-3.52472982214,0.0302652126215,0.881779250893
1833,002736.XSHE,600535.XSHG,-3.85894217208,0.0112912633232,0.678964790623
1834,002736.XSHE,600637.XSHG,-3.53297264128,0.0295822470998,0.846132704057
1835,002736.XSHE,600703.XSHG,-3.33768102549,0.0497590109098,0.832427148391
1836,002736.XSHE,600705.XSHG,-4.23484711162,0.0032282072729,0.926736595912
1837,002736.XSHE,600816.XSHG,-3.47554870623,0.0346253747875,0.905867879555
1838,002736.XSHE,600893.XSHG,-3.76453174467,0.0151045412561,0.657896906478
1839,002736.XSHE,600977.XSHG,-4.48555081072,0.0012933658289,0.814636227949
1840,002736.XSHE,600998.XSHG,-4.16629210618,0.00410076003845,0.77370223215
1841,002736.XSHE,601012.XSHG,-5.06397601585,0.000125362612281,0.911409414768
1842,002736.XSHE,601018.XSHG,-3.64619401942,0.0214547741682,0.90153071582
1843,002736.XSHE,601066.XSHG,-4.14449778693,0.00442040079098,-0.787420814755
1844,002736.XSHE,601111.XSHG,-4.75683642248,0.000449315378565,0.871831490723
1845,002736.XSHE,601138.XSHG,-4.50445254704,0.00120419608575,-0.759097671745
1846,002736.XSHE,601155.XSHG,-3.51281767646,0.0312759202549,0.903972997694
1847,002736.XSHE,601216.XSHG,-4.17678013357,0.00395460085926,0.90513848287
1848,002736.XSHE,601377.XSHG,-4.65962986696,0.000661416591129,0.968512164404
1849,002736.XSHE,601555.XSHG,-3.74686017742,0.0159328197542,0.979463639641
1850,002736.XSHE,601788.XSHG,-3.39258494589,0.0431807561765,0.952830398329
1851,002736.XSHE,601877.XSHG,-3.68778777235,0.0189983555095,0.636187738279
1852,002736.XSHE,601881.XSHG,-3.89661108091,0.0100267095062,0.97204137468
1853,002736.XSHE,601899.XSHG,-3.66885656598,0.0200841956043,0.83370666653
1854,002736.XSHE,601919.XSHG,-3.49343197583,0.0329820875832,0.919974891605
1855,002736.XSHE,601997.XSHG,-3.83859821129,0.0120316807886,0.889691408682
1856,002736.XSHE,603799.XSHG,-3.91221303499,0.00954112994633,0.698599941734
1857,002736.XSHE,603833.XSHG,-4.22771883866,0.00331025329854,0.790235069102
1858,002736.XSHE,603858.XSHG,-3.87927239811,0.0105921529263,0.853868986991
1859,002736.XSHE,603986.XSHG,-3.49690851985,0.0326704269478,0.659158204418
1860,002736.XSHE,603993.XSHG,-3.4729667591,0.0348682539925,0.849702737426
1861,002773.XSHE,300124.XSHE,-3.80897022181,0.0131871479278,0.87696887441
1862,002773.XSHE,300296.XSHE,-3.81636287042,0.012889991948,0.929900704438
1863,002773.XSHE,601229.XSHG,-4.13158797684,0.00462030946157,-0.822086688592
1864,002797.XSHE,002925.XSHE,-3.38761370687,0.0437449537453,0.834637196046
1865,002797.XSHE,300017.XSHE,-3.59495486425,0.0248559505164,0.795701101661
1866,002797.XSHE,300024.XSHE,-3.8763011618,0.0106918560805,0.773249004619
1867,002797.XSHE,300070.XSHE,-3.9903935884,0.00741103528641,0.846123922473
1868,002797.XSHE,300124.XSHE,-4.63926128919,0.000716451640833,0.641875738688
1869,002797.XSHE,300251.XSHE,-6.24419038494,4.7400081471e-07,0.927198307955
1870,002797.XSHE,300296.XSHE,-4.34690122328,0.00216134060695,0.777885925363
1871,002797.XSHE,300433.XSHE,-3.674706524,0.0197430281553,0.895955822268
1872,002797.XSHE,600004.XSHG,-3.4304603026,0.0390781431391,0.812358221099
1873,002797.XSHE,600018.XSHG,-5.78603657848,4.63149859029e-06,0.933077220709
1874,002797.XSHE,600019.XSHG,-4.06479953856,0.00579242730273,0.72893983278
1875,002797.XSHE,600029.XSHG,-5.27628051732,4.95334284888e-05,0.920741864337
1876,002797.XSHE,600066.XSHG,-3.62187341303,0.023015237403,0.886998766724
1877,002797.XSHE,600104.XSHG,-3.34808821079,0.0484522964212,0.674908362614
1878,002797.XSHE,600111.XSHG,-3.96184058281,0.00813348741148,0.957463150154
1879,002797.XSHE,600153.XSHG,-5.18869233111,7.2976534713e-05,0.944689038808
1880,002797.XSHE,600157.XSHG,-3.45777787062,0.0363263642072,0.865103816126
1881,002797.XSHE,600170.XSHG,-3.49415711595,0.0329168739028,0.906485528104
1882,002797.XSHE,600176.XSHG,-3.72231381778,0.0171494856148,0.919619998464
1883,002797.XSHE,600208.XSHG,-5.1908498508,7.22886051653e-05,0.973672163094
1884,002797.XSHE,600221.XSHG,-4.14033568445,0.00448397139482,0.832180329661
1885,002797.XSHE,600233.XSHG,-3.75408285876,0.015589579341,0.876362463682
1886,002797.XSHE,600362.XSHG,-4.42621350224,0.00161491052946,0.94115601448
1887,002797.XSHE,600535.XSHG,-3.91124888416,0.00957051560203,0.654356922609
1888,002797.XSHE,600549.XSHG,-3.83255299573,0.0122598589028,0.934019211381
1889,002797.XSHE,600704.XSHG,-3.59810347632,0.0246342895979,0.95262564408
1890,002797.XSHE,600739.XSHG,-3.43516848752,0.0385917693728,0.885256716163
1891,002797.XSHE,600816.XSHG,-4.22095976671,0.00338981478507,0.945267049027
1892,002797.XSHE,600909.XSHG,-4.43029818925,0.0015905882468,0.983230967899
1893,002797.XSHE,600998.XSHG,-3.45893921898,0.0362130905171,0.750433988929
1894,002797.XSHE,601018.XSHG,-3.90872434526,0.00964784333538,0.923306926422
1895,002797.XSHE,601066.XSHG,-3.76116080826,0.0152595472598,-0.796745458195
1896,002797.XSHE,601111.XSHG,-4.58163342576,0.000896379844446,0.912749869282
1897,002797.XSHE,601138.XSHG,-3.63175287156,0.0223698840065,-0.724985700372
1898,002797.XSHE,601155.XSHG,-4.37260216327,0.0019678822585,0.945574017751
1899,002797.XSHE,601216.XSHG,-4.76772317107,0.000430044607312,0.919773687038
1900,002797.XSHE,601229.XSHG,-3.47294663179,0.0348701529732,-0.644227060222
1901,002797.XSHE,601360.XSHG,-5.14609390539,8.79153850255e-05,0.879317050744
1902,002797.XSHE,601633.XSHG,-4.27699613306,0.00278009037073,0.929245808519
1903,002797.XSHE,601919.XSHG,-4.22273537208,0.00336874569709,0.957270038074
1904,002797.XSHE,601997.XSHG,-4.4280995337,0.00160363748687,0.925354433547
