,pairs1,pairs2,residual,Pvalue,correlation
1905,002797.XSHE,601998.XSHG,-3.77740493742,0.0145252854911,0.823679231624
1906,002797.XSHE,603986.XSHG,-3.66560459793,0.0202760601674,0.689542735274
1907,002925.XSHE,300017.XSHE,-3.49229628942,0.0330844428607,0.829079671579
1908,002925.XSHE,300072.XSHE,-3.87384489517,0.0107749100337,0.882604141049
1909,002925.XSHE,300136.XSHE,-3.40354998278,0.0419577032344,0.821575510059
1910,002925.XSHE,600018.XSHG,-4.15634082258,0.00424399057459,0.906187285322
1911,002925.XSHE,600111.XSHG,-3.38892534806,0.0435955003817,0.868109938515
1912,002925.XSHE,600153.XSHG,-3.60652435536,0.0240498189869,0.893263805684
1913,002925.XSHE,600157.XSHG,-3.52931672463,0.0298835207424,0.863716246632
1914,002925.XSHE,600170.XSHG,-3.74977180389,0.0157936602534,0.867703831943
1915,002925.XSHE,600176.XSHG,-4.61455311271,0.000788988899092,0.857728639013
1916,002925.XSHE,600208.XSHG,-3.36223301865,0.0467217970501,0.820745336937
1917,002925.XSHE,600219.XSHG,-3.65463738298,0.0209349286095,0.844719875951
1918,002925.XSHE,600233.XSHG,-3.52892679607,0.0299158075683,0.874413010508
1919,002925.XSHE,600415.XSHG,-4.59652228618,0.000846214747886,0.878970615747
1920,002925.XSHE,600522.XSHG,-3.7340293485,0.0165589845744,0.927196024846
1921,002925.XSHE,600549.XSHG,-4.53762470932,0.00106143651806,0.911101966351
1922,002925.XSHE,600606.XSHG,-3.60429164431,0.0242036075804,0.651639844977
1923,002925.XSHE,600703.XSHG,-5.62820209882,9.84167878951e-06,0.955749859108
1924,002925.XSHE,600704.XSHG,-3.76298115573,0.0151756689499,0.877967380515
1925,002925.XSHE,600795.XSHG,-4.58226079954,0.000894210952063,0.885556392913
1926,002925.XSHE,600816.XSHG,-4.12143889609,0.00478322130344,0.904475458658
1927,002925.XSHE,600999.XSHG,-3.44391858068,0.0377013425079,0.777605752145
1928,002925.XSHE,601018.XSHG,-3.84144964007,0.0119253685239,0.90005823305
1929,002925.XSHE,601212.XSHG,-4.03701820687,0.00635495453103,0.866312509235
1930,002925.XSHE,601238.XSHG,-3.90811950281,0.0096664527528,0.828199301518
1931,002925.XSHE,601333.XSHG,-3.35320407466,0.0478204060118,0.827535911512
1932,002925.XSHE,601360.XSHG,-4.10560279475,0.0050479020935,0.865074465082
1933,002925.XSHE,601555.XSHG,-3.41231453928,0.0410009975223,0.775018664828
1934,002925.XSHE,601611.XSHG,-3.88927210123,0.0102626682948,0.831852110542
1935,002925.XSHE,601628.XSHG,-3.42725456235,0.0394122413834,0.726539103394
1936,002925.XSHE,601633.XSHG,-3.36994903648,0.0457995636937,0.894302498203
1937,002925.XSHE,601669.XSHG,-4.55174203107,0.00100562012618,0.878565710696
1938,002925.XSHE,601878.XSHG,-4.32624144158,0.00232945831347,0.823454284984
1939,002925.XSHE,601985.XSHG,-3.38438676108,0.0441144584303,0.811103314709
1940,300015.XSHE,600000.XSHG,-4.47605867926,0.00134043370299,-0.852829064069
1941,300015.XSHE,600009.XSHG,-3.38170599766,0.0444233910209,0.802715895853
1942,300015.XSHE,600015.XSHG,-3.81075960659,0.0131146703342,-0.783107443677
1943,300015.XSHE,600016.XSHG,-3.91832663911,0.00935667052548,-0.791739184576
1944,300015.XSHE,600036.XSHG,-3.67070889662,0.0199756171407,-0.640965644999
1945,300015.XSHE,600048.XSHG,-3.62164535271,0.0230303231856,-0.709094174633
1946,300015.XSHE,600436.XSHG,-3.62606454676,0.0227395196322,0.917451306579
1947,300015.XSHE,600760.XSHG,-3.48370710548,0.0338673080105,0.785632947705
1948,300015.XSHE,601088.XSHG,-4.12098481035,0.00479063115895,-0.785671836226
1949,300015.XSHE,601166.XSHG,-4.70454889633,0.000553784762354,-0.828292243327
1950,300015.XSHE,601288.XSHG,-4.190381235,0.00377216073386,-0.774209958645
1951,300015.XSHE,601318.XSHG,-4.39874493944,0.0017876685906,-0.719258990317
1952,300015.XSHE,601328.XSHG,-4.20821718722,0.00354460181114,-0.794711252342
1953,300015.XSHE,601336.XSHG,-3.72811191993,0.0168549734949,-0.690714389368
1954,300015.XSHE,601398.XSHG,-3.66010568273,0.0206041237033,-0.772159679988
1955,300015.XSHE,601601.XSHG,-3.81002306893,0.0131444603635,-0.692656379337
1956,300015.XSHE,601766.XSHG,-3.34396249123,0.0489668911288,-0.736317695398
1957,300015.XSHE,601818.XSHG,-4.2762119388,0.0027878762263,-0.809954631039
1958,300015.XSHE,601888.XSHG,-3.8046302853,0.013364409024,0.87216410188
1959,300015.XSHE,601898.XSHG,-3.79360003454,0.0138244564113,-0.760596480861
1960,300015.XSHE,601899.XSHG,-3.38673923129,0.0438448313353,-0.733732500045
1961,300015.XSHE,601939.XSHG,-3.75902477589,0.0153584922452,-0.761512759733
1962,300015.XSHE,601988.XSHG,-4.00739701266,0.00700881581195,-0.800438827429
1963,300015.XSHE,603288.XSHG,-3.46069520462,0.0360423835452,0.836043159464
1964,300017.XSHE,300024.XSHE,-3.8245268569,0.0125687411534,0.949280643774
1965,300017.XSHE,600018.XSHG,-3.37154748919,0.0456104118005,0.842234865426
1966,300017.XSHE,600118.XSHG,-3.36942252619,0.0458620100913,0.932422569756
1967,300017.XSHE,600704.XSHG,-3.37494885747,0.0452100675571,0.858465229339
1968,300017.XSHE,600739.XSHG,-3.56775463376,0.0268434017522,0.932101845737
1969,300017.XSHE,601018.XSHG,-3.96667853021,0.00800678516293,0.885639479853
1970,300017.XSHE,601229.XSHG,-3.89799338908,0.00998281291696,-0.797070961003
1971,300017.XSHE,601633.XSHG,-3.84894151864,0.0116500106389,0.823182792876
1972,300017.XSHE,601788.XSHG,-3.377545109,0.0449064515543,0.789511325731
1973,300024.XSHE,300070.XSHE,-3.72686985581,0.0169176874969,0.934830967267
1974,300024.XSHE,600739.XSHG,-3.98724371258,0.00748779191687,0.92007532129
1975,300024.XSHE,601229.XSHG,-3.85588645379,0.0113998214,-0.74481530992
1976,300024.XSHE,601611.XSHG,-3.42337046115,0.039820241199,0.863965134597
1977,300033.XSHE,600018.XSHG,-3.53592616856,0.0293407520946,0.916963173331
1978,300033.XSHE,600061.XSHG,-4.92512044199,0.000225518284152,0.975911473996
1979,300033.XSHE,600109.XSHG,-4.59019052769,0.000867217759205,0.972628250695
1980,300033.XSHE,600208.XSHG,-3.62996228235,0.0224856737701,0.934349460074
1981,300033.XSHE,600369.XSHG,-3.71682321864,0.0174325272923,0.946825131434
1982,300033.XSHE,600438.XSHG,-3.44116098681,0.0379800784688,0.896174730994
1983,300033.XSHE,600535.XSHG,-3.3977059387,0.0426059095239,0.689820892597
1984,300033.XSHE,600606.XSHG,-3.58943959918,0.0252483657755,0.864966146369
1985,300033.XSHE,600705.XSHG,-4.11243333525,0.00493214387957,0.944516087761
1986,300033.XSHE,600837.XSHG,-3.34153429048,0.0492718568427,0.960472665876
1987,300033.XSHE,600999.XSHG,-4.40370806882,0.00175523562864,0.975504891712
1988,300033.XSHE,601012.XSHG,-4.08476026093,0.00541657632197,0.925198737152
1989,300033.XSHE,601066.XSHG,-3.7202909298,0.0172532937957,-0.82890651211
1990,300033.XSHE,601111.XSHG,-3.53005303859,0.0298226336013,0.879507771853
1991,300033.XSHE,601377.XSHG,-3.92224080963,0.00924025599271,0.9654870989
1992,300033.XSHE,601555.XSHG,-4.17141897658,0.00402870650434,0.97080061539
1993,300033.XSHE,601878.XSHG,-3.69526731355,0.0185836818884,0.961868155132
1994,300033.XSHE,601881.XSHG,-3.81466426553,0.0129577391507,0.975196027922
1995,300033.XSHE,603993.XSHG,-3.55446085182,0.0278633813378,0.851874251949
1996,300070.XSHE,600111.XSHG,-3.60628256305,0.0240664327579,0.923496722029
1997,300070.XSHE,601229.XSHG,-3.42775411944,0.0393600212619,-0.799229755851
1998,300072.XSHE,300251.XSHE,-5.06032412245,0.000127340070108,0.958833094499
1999,300072.XSHE,600703.XSHG,-3.52038864311,0.0306302767975,0.94341965683
2000,300072.XSHE,601108.XSHG,-4.29970443681,0.00256314091562,0.962831741552
2001,300072.XSHE,601155.XSHG,-3.3974342265,0.042636249033,0.906882252214
2002,300072.XSHE,601229.XSHG,-3.4775058265,0.0344422261866,-0.721901341345
2003,300122.XSHE,600000.XSHG,-3.39832943528,0.0425363576087,-0.822262001505
2004,300122.XSHE,600332.XSHG,-4.57247611653,0.000928604046622,0.891356473106
2005,300122.XSHE,601166.XSHG,-3.60792142306,0.023954018908,-0.80713094304
2006,300122.XSHE,601398.XSHG,-3.48176728192,0.0340462688338,-0.76233498725
2007,300122.XSHE,601601.XSHG,-3.4523856346,0.0368562220696,-0.691145730436
2008,300122.XSHE,601800.XSHG,-3.34162562542,0.0492603575368,-0.646669636427
2009,300122.XSHE,601939.XSHG,-3.53637449727,0.0293042420823,-0.738398384248
2010,300122.XSHE,601988.XSHG,-3.38904817039,0.0435815273135,-0.751401121451
2011,300122.XSHE,601991.XSHG,-3.35333452576,0.0478043826212,-0.750704190411
2012,300124.XSHE,600196.XSHG,-4.18529332899,0.00383948571278,0.901358034933
2013,300124.XSHE,601228.XSHG,-3.41301444825,0.0409253903745,0.797278843902
2014,300124.XSHE,601229.XSHG,-4.19065867699,0.00376852080788,-0.802512445046
2015,300124.XSHE,603833.XSHG,-3.60997179208,0.0238140171239,0.885380995772
2016,300136.XSHE,300251.XSHE,-3.60032064694,0.0244792261226,0.811422018359
2017,300136.XSHE,300433.XSHE,-3.9265174899,0.00911454502143,0.878090318269
2018,300136.XSHE,600068.XSHG,-3.72764432394,0.0168785592605,0.733150066251
2019,300136.XSHE,600297.XSHG,-3.8633564375,0.0111360665142,0.751909360802
2020,300136.XSHE,600704.XSHG,-3.39751273753,0.0426274806072,0.798583544557
2021,300136.XSHE,601108.XSHG,-3.55234434488,0.0280287980603,0.767988694268
2022,300136.XSHE,601669.XSHG,-3.5145135088,0.0311303040118,0.753695513993
2023,300136.XSHE,603986.XSHG,-3.53801635722,0.0291708669108,0.821601151016
2024,300142.XSHE,601117.XSHG,-3.49391116617,0.0329389805216,0.718907445165
2025,300144.XSHE,600015.XSHG,-3.39862149527,0.0425038104633,-0.771336079283
2026,300144.XSHE,600482.XSHG,-4.24267058062,0.00314031365606,-0.811168960577
2027,300144.XSHE,600583.XSHG,-4.05988956903,0.00588843560069,-0.695662175704
2028,300144.XSHE,601808.XSHG,-3.3875722167,0.043749688236,-0.674727557167
2029,300144.XSHE,601818.XSHG,-3.37533358644,0.045164968638,-0.750862991047
2030,300144.XSHE,601899.XSHG,-3.38111350706,0.0444919118729,-0.711727903204
2031,300251.XSHE,300433.XSHE,-3.67088329725,0.0199654206408,0.949333207718
2032,300251.XSHE,600018.XSHG,-4.85589291129,0.000300360283045,0.958822874371
2033,300251.XSHE,600066.XSHG,-3.62065406983,0.0230959942078,0.928546799001
2034,300251.XSHE,600176.XSHG,-3.89736041329,0.0100028923343,0.880697384898
2035,300251.XSHE,600208.XSHG,-4.75634576776,0.000450202818197,0.924112416409
2036,300251.XSHE,600415.XSHG,-4.64276253412,0.000706694855702,0.941554737109
2037,300251.XSHE,600522.XSHG,-3.4367619448,0.0384283139354,0.912046393334
2038,300251.XSHE,600549.XSHG,-3.98187394461,0.00762029689885,0.931187338797
2039,300251.XSHE,600606.XSHG,-3.3937749217,0.0430466052162,0.757309647885
2040,300251.XSHE,600703.XSHG,-4.84111052268,0.000319141854691,0.955506888732
2041,300251.XSHE,600704.XSHG,-3.55485602955,0.0278325888146,0.937352324425
2042,300251.XSHE,600739.XSHG,-3.83821978904,0.01204585294,0.93729342702
2043,300251.XSHE,600816.XSHG,-5.94973749338,2.08231767803e-06,0.971962016317
2044,300251.XSHE,600909.XSHG,-4.60496001041,0.000818966963307,0.933834832459
2045,300251.XSHE,601018.XSHG,-3.69733895329,0.0184702355581,0.940852291055
2046,300251.XSHE,601333.XSHG,-4.07605983626,0.0055775891173,0.933682376988
2047,300251.XSHE,601669.XSHG,-3.77482467013,0.0146397939219,0.912752368128
2048,300251.XSHE,601788.XSHG,-3.48170657944,0.0340518819052,0.912618279769
2049,300251.XSHE,601878.XSHG,-3.72475394529,0.0170249949622,0.892555185983
2050,300251.XSHE,601881.XSHG,-3.41904564939,0.0402786902648,0.90350752226
2051,300251.XSHE,601919.XSHG,-3.63749765339,0.0220018737184,0.923395660364
2052,300251.XSHE,603993.XSHG,-3.60755064079,0.0239794121139,0.945078340316
2053,300296.XSHE,601229.XSHG,-4.86514796543,0.000289140043989,-0.872580732756
2054,300408.XSHE,600867.XSHG,-3.55980023273,0.0274497900264,0.829070653973
2055,300433.XSHE,600066.XSHG,-3.65947887965,0.0206418100739,0.952287751043
2056,300433.XSHE,600741.XSHG,-3.63691172389,0.0220391664154,0.926333861045
2057,300433.XSHE,601108.XSHG,-3.52143133336,0.03054225296,0.918202918128
2058,300433.XSHE,603799.XSHG,-3.75072483528,0.015748343485,0.907442543029
2059,600000.XSHG,600009.XSHG,-3.33736460517,0.0497991902863,-0.796982115112
2060,600000.XSHG,601766.XSHG,-4.02970968688,0.00651093822833,0.943199327371
2061,600000.XSHG,601939.XSHG,-3.53903565,0.0290883266357,0.915504528014
2062,600000.XSHG,603288.XSHG,-3.83942993895,0.0120005841166,-0.857656560593
2063,600004.XSHG,600066.XSHG,-3.69433960665,0.0186346816545,0.934625609405
2064,600004.XSHG,600977.XSHG,-3.56288824636,0.0272130009604,0.856047721175
2065,600004.XSHG,601228.XSHG,-4.88945450946,0.000261534885745,0.904316848461
2066,600004.XSHG,601229.XSHG,-3.7169578283,0.0174255394891,-0.702329902276
2067,600004.XSHG,601333.XSHG,-4.01831662267,0.00676101525354,0.912309265647
2068,600004.XSHG,601919.XSHG,-3.39528943018,0.0428763703658,0.877855420962
2069,600004.XSHG,603799.XSHG,-3.88578608385,0.0103764765451,0.859998748416
2070,600004.XSHG,603833.XSHG,-4.80696793588,0.00036686315465,0.934013103012
2071,600004.XSHG,603993.XSHG,-3.33870724379,0.049628884208,0.866104629584
2072,600009.XSHG,600011.XSHG,-3.34333209022,0.0490459153744,0.695478015229
2073,600009.XSHG,600015.XSHG,-3.85727402143,0.0113504117553,-0.763338599509
2074,600009.XSHG,600016.XSHG,-3.56971271333,0.026695906726,-0.724498467146
2075,600009.XSHG,600089.XSHG,-3.38939364291,0.0435422440847,-0.726353690486
2076,600009.XSHG,600482.XSHG,-4.16051481432,0.00418336580163,-0.789250120098
2077,600009.XSHG,600489.XSHG,-3.66380933928,0.0203826614196,-0.777278335511
2078,600009.XSHG,600547.XSHG,-3.4649117453,0.0356352441844,-0.680446919408
2079,600009.XSHG,600919.XSHG,-3.4433060489,0.0377631078584,-0.705011322895
2080,600009.XSHG,601138.XSHG,-3.44769918552,0.0373219975931,0.762902249348
2081,600009.XSHG,601166.XSHG,-3.45213906978,0.0368806050541,-0.658401942103
2082,600009.XSHG,601169.XSHG,-3.5042214585,0.0320229958594,-0.738129410669
2083,600009.XSHG,601211.XSHG,-3.48883272675,0.0333982655757,-0.671760626139
2084,600009.XSHG,601688.XSHG,-3.52562790423,0.0301901546552,-0.646188603324
2085,600009.XSHG,601766.XSHG,-3.52482112491,0.0302575746598,-0.712302655973
2086,600009.XSHG,601818.XSHG,-3.70584935835,0.0180105186806,-0.697597028205
2087,600009.XSHG,601888.XSHG,-4.51839019103,0.00114215813176,0.914402631693
2088,600009.XSHG,601989.XSHG,-3.33678893381,0.0498723581015,-0.74630130952
2089,600009.XSHG,603160.XSHG,-3.46982989645,0.0351652684694,-0.662843909359
2090,600010.XSHG,600089.XSHG,-3.76706883786,0.0149887946562,0.970460543369
2091,600010.XSHG,600390.XSHG,-3.60664063481,0.0240418328457,0.977516333534
2092,600010.XSHG,600522.XSHG,-3.63942315831,0.0218797060104,0.903454817222
2093,600010.XSHG,600606.XSHG,-3.46637558893,0.0354948092926,0.879239423519
2094,600010.XSHG,601138.XSHG,-3.79962991337,0.0135712574258,-0.850913776369
2095,600010.XSHG,601169.XSHG,-3.57402710427,0.0263733728622,0.965218328369
2096,600010.XSHG,601989.XSHG,-3.67844790171,0.0195274895114,0.979071234992
2097,600010.XSHG,601997.XSHG,-3.81528844475,0.0129328077847,0.956567448032
2098,600011.XSHG,600029.XSHG,-3.77550222008,0.0146096484131,-0.616250431993
2099,600011.XSHG,600177.XSHG,-4.46631105778,0.00139042690643,-0.626886489489
2100,600011.XSHG,600489.XSHG,-4.40110425766,0.00177218219856,-0.692661290176
2101,600011.XSHG,600547.XSHG,-4.59920044779,0.000837475425635,-0.651124775171
2102,600011.XSHG,600958.XSHG,-4.08392971828,0.0054317621617,-0.606507157218
2103,600011.XSHG,601111.XSHG,-3.86578494037,0.0110514979354,-0.640359082748
2104,600011.XSHG,601377.XSHG,-4.23714421822,0.00320216852445,-0.630284523382
2105,600015.XSHG,600016.XSHG,-3.36610267792,0.0462573850874,0.983909817346
2106,600015.XSHG,600089.XSHG,-3.82159895987,0.0126831270241,0.961919439279
2107,600015.XSHG,600271.XSHG,-3.84116089744,0.0119360958426,-0.747823409293
2108,600015.XSHG,600958.XSHG,-3.35274508817,0.0478768188689,0.958095014709
2109,600015.XSHG,601138.XSHG,-3.45242128258,0.0368526979368,-0.829435685124
2110,600015.XSHG,601360.XSHG,-3.79608597074,0.0137195684566,0.888495224198
2111,600015.XSHG,601766.XSHG,-3.96648312633,0.00801186802823,0.955540250906
2112,600015.XSHG,601899.XSHG,-4.56141455709,0.000968976336945,0.941328542497
2113,600016.XSHG,600271.XSHG,-3.67969536688,0.0194560811784,-0.737087262268
2114,600016.XSHG,600332.XSHG,-3.36627368974,0.0462369498332,-0.631439216965
2115,600016.XSHG,600390.XSHG,-3.46930903643,0.035214792466,0.904674600421
2116,600016.XSHG,600760.XSHG,-3.392100965,0.0432354168336,-0.687960126175
2117,600016.XSHG,601012.XSHG,-3.8916490823,0.0101857074263,0.78352091871
2118,600016.XSHG,601088.XSHG,-3.61103281099,0.0237418472564,0.913983833337
2119,600016.XSHG,601111.XSHG,-3.35106870012,0.0480833264586,0.802533188719
2120,600016.XSHG,601138.XSHG,-3.4333753462,0.03877640555,-0.781808925992
2121,600016.XSHG,601360.XSHG,-4.12399290196,0.00474173885236,0.845347926921
2122,600016.XSHG,601899.XSHG,-3.53560438383,0.0293669808341,0.9093473854
2123,600016.XSHG,601939.XSHG,-3.56294488671,0.0272086741845,0.956899285945
2124,600016.XSHG,601991.XSHG,-3.38550597883,0.0439860085381,0.934154036185
2125,600016.XSHG,603259.XSHG,-3.38703650119,0.0438108576203,-0.758023254055
2126,600016.XSHG,603288.XSHG,-3.59518986993,0.0248393470688,-0.760751425549
2127,600018.XSHG,600111.XSHG,-4.03353196427,0.00642893345632,0.952240307975
2128,600018.XSHG,600176.XSHG,-3.38778449039,0.0437254699305,0.903321213515
2129,600018.XSHG,600208.XSHG,-3.59597172721,0.0247841766401,0.921708972755
2130,600018.XSHG,600415.XSHG,-3.56111342448,0.0273488794401,0.938362735104
2131,600018.XSHG,600522.XSHG,-3.3395790329,0.0495185596555,0.919683724044
2132,600018.XSHG,600549.XSHG,-3.85730895969,0.0113491701097,0.952984134603
2133,600018.XSHG,600703.XSHG,-3.46125515672,0.0359880910451,0.934780640197
2134,600018.XSHG,600704.XSHG,-3.54399333754,0.0286897029139,0.943623244878
2135,600018.XSHG,600795.XSHG,-3.4203560473,0.0401393182734,0.933446964901
2136,600018.XSHG,600816.XSHG,-4.57417367201,0.000922549635044,0.969004476993
2137,600018.XSHG,600909.XSHG,-4.85306866739,0.000303865616601,0.958925517884
2138,600018.XSHG,601108.XSHG,-4.8159493808,0.000353693577187,0.932354651565
2139,600018.XSHG,601611.XSHG,-3.51242807853,0.0313094556407,0.898765244682
2140,600018.XSHG,601878.XSHG,-3.70843789029,0.0178726906791,0.92733687964
2141,600018.XSHG,601881.XSHG,-3.46336327261,0.0357843079877,0.932248907047
2142,600019.XSHG,600025.XSHG,-3.60542740324,0.0241252710662,0.772869863701
2143,600019.XSHG,600111.XSHG,-4.35600196241,0.0020909080553,0.688071978772
2144,600019.XSHG,600176.XSHG,-5.0803658871,0.000116843172844,0.759694987359
2145,600019.XSHG,600208.XSHG,-4.2634888703,0.00291703714955,0.677292052218
2146,600019.XSHG,600340.XSHG,-3.38134236994,0.0444654337485,0.800539902427
2147,600019.XSHG,600362.XSHG,-3.95889712516,0.00821145394288,0.853008250413
2148,600019.XSHG,600383.XSHG,-3.41844234402,0.0403429929248,0.77929934013
2149,600019.XSHG,600415.XSHG,-4.54108533699,0.00104749203517,0.735437705242
2150,600019.XSHG,600522.XSHG,-4.67626094676,0.000619455203061,0.704468857572
2151,600019.XSHG,600549.XSHG,-4.25413232719,0.00301551362768,0.655102509058
2152,600019.XSHG,600606.XSHG,-3.69406707997,0.0186496867537,0.740086912236
2153,600019.XSHG,600674.XSHG,-3.78809012209,0.0140594641363,0.759632321962
2154,600019.XSHG,600795.XSHG,-4.85889816541,0.000296672406192,0.778854509978
2155,600019.XSHG,600887.XSHG,-3.39262318202,0.0431764402516,0.796768123672
2156,600019.XSHG,600909.XSHG,-3.36896130891,0.0459167704048,0.756702661445
2157,600019.XSHG,601009.XSHG,-3.41789075958,0.0404018580943,0.834119552138
2158,600019.XSHG,601108.XSHG,-3.70393301199,0.018113153905,0.75199969758
2159,600019.XSHG,601228.XSHG,-3.35015050592,0.0481967464267,0.633000770712
2160,600019.XSHG,601333.XSHG,-4.53027714324,0.0010916208938,0.73878918559
2161,600019.XSHG,601600.XSHG,-3.52976099001,0.0298467709538,0.796431651158
2162,600019.XSHG,601611.XSHG,-4.68670965275,0.000594387980342,0.708535440912
2163,600019.XSHG,601618.XSHG,-3.85158564089,0.0115541868155,0.817813708456
2164,600019.XSHG,601628.XSHG,-3.54772350678,0.0283928656029,0.814337863932
2165,600019.XSHG,601668.XSHG,-4.032278708,0.00645571776245,0.852694545705
2166,600019.XSHG,601669.XSHG,-3.61617544616,0.0233947191,0.807506433851
2167,600019.XSHG,601788.XSHG,-3.53920107215,0.0290749499197,0.790595932704
2168,600019.XSHG,601828.XSHG,-3.57017937768,0.02666085743,0.730256617576
2169,600019.XSHG,601933.XSHG,-3.68797957539,0.0189876216665,0.721640271787
2170,600019.XSHG,601985.XSHG,-3.33999300704,0.0494662421527,0.774038792404
2171,600019.XSHG,601992.XSHG,-3.72359150168,0.0170842014383,0.717647153412
